"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312477","Published","2001","Europe","Romania","Male","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Published","2002","Europe","Romania","Female","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Published","2002","Europe","Romania","Male","
4.0
","4","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Published","2002","Europe","Romania","Both sexes","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_310062","Published","1976","Africa","Rwanda","Both sexes","
24.7
","24.7","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Published","1992","Africa","Rwanda","Both sexes","
24.3
","24.3","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Published","1992","Africa","Rwanda","Male","
25.3
","25.3","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Published","1992","Africa","Rwanda","Female","
23.2
","23.2","","",""
"Children aged <5 years underweight (%)","NLIS_312016","Published","1996","Africa","Rwanda","Both sexes","
24.2
","24.2","","",""
"Children aged <5 years underweight (%)","NLIS_313075","Published","2000","Africa","Rwanda","Both sexes","
24.1
","24.1","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Published","2000","Africa","Rwanda","Both sexes","
20.3
","20.3","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Published","2000","Africa","Rwanda","Male","
22.4
","22.4","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Published","2000","Africa","Rwanda","Female","
18.3
","18.3","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Published","2005","Africa","Rwanda","Male","
18.9
","18.9","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Published","2005","Africa","Rwanda","Both sexes","
18.0
","18","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Published","2005","Africa","Rwanda","Female","
17.2
","17.2","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Published","2011","Africa","Rwanda","Both sexes","
11.7
","11.7","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Published","2011","Africa","Rwanda","Female","
10.4
","10.4","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Published","2011","Africa","Rwanda","Male","
12.9
","12.9","","",""
"Children aged <5 years underweight (%)","NLIS_310196","Published","1976","Americas","Saint Lucia","Both sexes","
12.1
","12.1","","",""
"Children aged <5 years underweight (%)","NLIS_312514","Published","1999","Western Pacific","Samoa","Both sexes","
1.7
","1.7","","",""
"Children aged <5 years underweight (%)","NLIS_310132","Published","1986","Africa","Sao Tome and Principe","Both sexes","
14.5
","14.5","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Published","2000","Africa","Sao Tome and Principe","Male","
11.5
","11.5","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Published","2000","Africa","Sao Tome and Principe","Both sexes","
10.1
","10.1","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Published","2000","Africa","Sao Tome and Principe","Female","
8.8
","8.8","","",""
"Children aged <5 years underweight (%)","NLIS_313087","Published","2006","Africa","Sao Tome and Principe","Both sexes","
8.0
","8","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Published","2009","Africa","Sao Tome and Principe","Both sexes","
14.4
","14.4","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Published","2009","Africa","Sao Tome and Principe","Male","
16.6
","16.6","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Published","2009","Africa","Sao Tome and Principe","Female","
12.3
","12.3","","",""
"Children aged <5 years underweight (%)","NLIS_312613","Published","1994","Eastern Mediterranean","Saudi Arabia","Both sexes","
13.5
","13.5","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Published","2005","Eastern Mediterranean","Saudi Arabia","Both sexes","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Published","2005","Eastern Mediterranean","Saudi Arabia","Male","
6.1
","6.1","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Published","2005","Eastern Mediterranean","Saudi Arabia","Female","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Published","1986","Africa","Senegal","Female","
15.3
","15.3","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Published","1986","Africa","Senegal","Both sexes","
17.3
","17.3","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Published","1986","Africa","Senegal","Male","
19.3
","19.3","","",""
"Children aged <5 years underweight (%)","NLIS_310551","Published","1992","Africa","Senegal","Both sexes","
19.0
","19","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Published","1993","Africa","Senegal","Female","
20.8
","20.8","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Published","1993","Africa","Senegal","Male","
23.1
","23.1","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Published","1993","Africa","Senegal","Both sexes","
21.9
","21.9","","",""
"Children aged <5 years underweight (%)","NLIS_311782","Published","1996","Africa","Senegal","Both sexes","
19.6
","19.6","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Published","2000","Africa","Senegal","Male","
21.5
","21.5","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Published","2000","Africa","Senegal","Both sexes","
20.3
","20.3","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Published","2000","Africa","Senegal","Female","
19.2
","19.2","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Published","2005","Africa","Senegal","Both sexes","
14.5
","14.5","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Published","2005","Africa","Senegal","Female","
14.6
","14.6","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Published","2005","Africa","Senegal","Male","
14.4
","14.4","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Published","2011","Africa","Senegal","Female","
18.8
","18.8","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Published","2011","Africa","Senegal","Male","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Published","2011","Africa","Senegal","Both sexes","
19.2
","19.2","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Published","2006","Europe","Serbia","Male","
2.2
","2.2","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Published","2006","Europe","Serbia","Both sexes","
1.8
","1.8","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Published","2006","Europe","Serbia","Female","
1.3
","1.3","","",""
"Children aged <5 years underweight (%)","NLIS_310139","Published","1988","Africa","Seychelles","Both sexes","
5.0
","5","","",""
"Children aged <5 years underweight (%)","NLIS_310007","Published","1975","Africa","Sierra Leone","Both sexes","
25.0
","25","","",""
"Children aged <5 years underweight (%)","NLIS_310013","Published","1978","Africa","Sierra Leone","Both sexes","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_310583","Published","1989","Africa","Sierra Leone","Both sexes","
23.7
","23.7","","",""
"Children aged <5 years underweight (%)","NLIS_310583","Published","1990","Africa","Sierra Leone","Both sexes","
25.4
","25.4","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Published","2000","Africa","Sierra Leone","Male","
28.2
","28.2","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Published","2000","Africa","Sierra Leone","Female","
21.1
","21.1","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Published","2000","Africa","Sierra Leone","Both sexes","
24.7
","24.7","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Published","2005","Africa","Sierra Leone","Both sexes","
28.3
","28.3","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Published","2005","Africa","Sierra Leone","Female","
26.0
","26","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Published","2005","Africa","Sierra Leone","Male","
30.7
","30.7","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Published","2008","Africa","Sierra Leone","Male","
24.2
","24.2","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Published","2008","Africa","Sierra Leone","Both sexes","
21.3
","21.3","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Published","2008","Africa","Sierra Leone","Female","
18.5
","18.5","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Published","1977","Western Pacific","Singapore","Male","
13.6
","13.6","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Published","1977","Western Pacific","Singapore","Both sexes","
12.2
","12.2","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Published","1977","Western Pacific","Singapore","Female","
10.8
","10.8","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Published","2000","Western Pacific","Singapore","Female","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Published","2000","Western Pacific","Singapore","Male","
3.6
","3.6","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Published","2000","Western Pacific","Singapore","Both sexes","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Published","1970","Western Pacific","Solomon Islands","Female","
15.5
","15.5","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Published","1970","Western Pacific","Solomon Islands","Both sexes","
17.7
","17.7","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Published","1970","Western Pacific","Solomon Islands","Male","
19.5
","19.5","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Published","1989","Western Pacific","Solomon Islands","Both sexes","
16.3
","16.3","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Published","1989","Western Pacific","Solomon Islands","Male","
18.1
","18.1","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Published","1989","Western Pacific","Solomon Islands","Female","
14.2
","14.2","","",""
"Children aged <5 years underweight (%)","NLIS_312947","Published","2007","Western Pacific","Solomon Islands","Both sexes","
11.5
","11.5","","",""
"Children aged <5 years underweight (%)","NLIS_312219","Published","2000","Eastern Mediterranean","Somalia","Both sexes","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Published","2006","Eastern Mediterranean","Somalia","Both sexes","
32.8
","32.8","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Published","2006","Eastern Mediterranean","Somalia","Female","
31.3
","31.3","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Published","2006","Eastern Mediterranean","Somalia","Male","
34.2
","34.2","","",""
"Children aged <5 years underweight (%)","NLIS_311520","Published","1995","Africa","South Africa","Both sexes","
8.0
","8","","",""
"Children aged <5 years underweight (%)","NLIS_312266","Published","1999","Africa","South Africa","Both sexes","
10.1
","10.1","","",""
"Children aged <5 years underweight (%)","NLIS_313106","Published","2005","Africa","South Africa","Female","
9.6
","9.6","","",""
"Children aged <5 years underweight (%)","NLIS_313106","Published","2005","Africa","South Africa","Both sexes","
11.6
","11.6","","",""
"Children aged <5 years underweight (%)","NLIS_313106","Published","2005","Africa","South Africa","Male","
13.6
","13.6","","",""
"Children aged <5 years underweight (%)","NLIS_313051","Published","2008","Africa","South Africa","Both sexes","
8.7
","8.7","","",""
"Children aged <5 years underweight (%)","NLIS_310619","Published","1978","South-East Asia","Sri Lanka","Both sexes","
49.8
","49.8","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Published","1987","South-East Asia","Sri Lanka","Female","
27.3
","27.3","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Published","1987","South-East Asia","Sri Lanka","Both sexes","
29.3
","29.3","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Published","1987","South-East Asia","Sri Lanka","Male","
31.0
","31","","",""
"Children aged <5 years underweight (%)","NLIS_311548","Published","1993","South-East Asia","Sri Lanka","Both sexes","
33.8
","33.8","","",""
"Children aged <5 years underweight (%)","NLIS_311986","Published","1995","South-East Asia","Sri Lanka","Both sexes","
29.3
","29.3","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Published","2000","South-East Asia","Sri Lanka","Male","
22.0
","22","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Published","2000","South-East Asia","Sri Lanka","Both sexes","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Published","2000","South-East Asia","Sri Lanka","Female","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Published","2007","South-East Asia","Sri Lanka","Both sexes","
21.1
","21.1","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Published","2007","South-East Asia","Sri Lanka","Female","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Published","2007","South-East Asia","Sri Lanka","Male","
21.8
","21.8","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Published","2009","South-East Asia","Sri Lanka","Female","
21.6
","21.6","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Published","2009","South-East Asia","Sri Lanka","Male","
21.6
","21.6","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Published","2009","South-East Asia","Sri Lanka","Both sexes","
21.6
","21.6","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Published","1993","Eastern Mediterranean","Sudan","Both sexes","
31.8
","31.8","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Published","1993","Eastern Mediterranean","Sudan","Male","
31.7
","31.7","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Published","1993","Eastern Mediterranean","Sudan","Female","
31.9
","31.9","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Published","2000","Eastern Mediterranean","Sudan","Male","
40.2
","40.2","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Published","2000","Eastern Mediterranean","Sudan","Female","
36.7
","36.7","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Published","2000","Eastern Mediterranean","Sudan","Both sexes","
38.4
","38.4","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Published","2006","Eastern Mediterranean","Sudan","Both sexes","
31.7
","31.7","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Published","2006","Eastern Mediterranean","Sudan","Male","
33.4
","33.4","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Published","2006","Eastern Mediterranean","Sudan","Female","
30.0
","30","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Published","2000","Americas","Suriname","Both sexes","
11.4
","11.4","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Published","2000","Americas","Suriname","Male","
12.6
","12.6","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Published","2000","Americas","Suriname","Female","
10.1
","10.1","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Published","2006","Americas","Suriname","Both sexes","
7.5
","7.5","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Published","2006","Americas","Suriname","Female","
7.0
","7","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Published","2006","Americas","Suriname","Male","
8.0
","8","","",""
"Children aged <5 years underweight (%)","NLIS_310124","Published","1984","Africa","Swaziland","Both sexes","
8.5
","8.5","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Published","2000","Africa","Swaziland","Female","
8.7
","8.7","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Published","2000","Africa","Swaziland","Both sexes","
9.1
","9.1","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Published","2000","Africa","Swaziland","Male","
9.5
","9.5","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Published","2007","Africa","Swaziland","Male","
6.3
","6.3","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Published","2007","Africa","Swaziland","Both sexes","
6.1
","6.1","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Published","2007","Africa","Swaziland","Female","
5.9
","5.9","","",""
"Children aged <5 years underweight (%)","NLIS_313088","Published","2008","Africa","Swaziland","Both sexes","
7.3
","7.3","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Published","1993","Eastern Mediterranean","Syrian Arab Republic","Female","
10.4
","10.4","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Published","1993","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
11.5
","11.5","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Published","1993","Eastern Mediterranean","Syrian Arab Republic","Male","
12.5
","12.5","","",""
"Children aged <5 years underweight (%)","NLIS_311789","Published","1995","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
11.3
","11.3","","",""
"Children aged <5 years underweight (%)","NLIS_312386","Published","2000","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
6.0
","6","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Male","
12.7
","12.7","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
11.1
","11.1","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Published","2001","Eastern Mediterranean","Syrian Arab Republic","Female","
9.4
","9.4","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Male","
11.5
","11.5","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
10.0
","10","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Published","2006","Eastern Mediterranean","Syrian Arab Republic","Female","
8.3
","8.3","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Female","
8.7
","8.7","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Both sexes","
10.1
","10.1","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Published","2009","Eastern Mediterranean","Syrian Arab Republic","Male","
11.5
","11.5","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Published","2005","Europe","Tajikistan","Female","
13.3
","13.3","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Published","2005","Europe","Tajikistan","Both sexes","
14.9
","14.9","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Published","2005","Europe","Tajikistan","Male","
16.4
","16.4","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Published","2007","Europe","Tajikistan","Both sexes","
15.0
","15","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Published","2007","Europe","Tajikistan","Male","
15.9
","15.9","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Published","2007","Europe","Tajikistan","Female","
14.0
","14","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Published","1987","South-East Asia","Thailand","Both sexes","
17.4
","17.4","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Published","1987","South-East Asia","Thailand","Male","
18.7
","18.7","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Published","1987","South-East Asia","Thailand","Female","
16.0
","16","","",""
"Children aged <5 years underweight (%)","NLIS_312010","Published","1993","South-East Asia","Thailand","Both sexes","
16.3
","16.3","","",""
"Children aged <5 years underweight (%)","NLIS_312178","Published","1995","South-East Asia","Thailand","Both sexes","
15.4
","15.4","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Published","2006","South-East Asia","Thailand","Female","
7.1
","7.1","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Published","2006","South-East Asia","Thailand","Male","
6.9
","6.9","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Published","2006","South-East Asia","Thailand","Both sexes","
7.0
","7","","",""
"Children aged <5 years underweight (%)","NLIS_311998","Published","1999","Europe","The former Yugoslav Republic of Macedonia","Both sexes","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_311998","Published","1999","Europe","The former Yugoslav Republic of Macedonia","Female","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_311998","Published","1999","Europe","The former Yugoslav Republic of Macedonia","Male","
2.1
","2.1","","",""
"Children aged <5 years underweight (%)","NLIS_312756","Published","2004","Europe","The former Yugoslav Republic of Macedonia","Female","
1.2
","1.2","","",""
"Children aged <5 years underweight (%)","NLIS_312756","Published","2004","Europe","The former Yugoslav Republic of Macedonia","Male","
1.2
","1.2","","",""
"Children aged <5 years underweight (%)","NLIS_312756","Published","2004","Europe","The former Yugoslav Republic of Macedonia","Both sexes","
1.2
","1.2","","",""
"Children aged <5 years underweight (%)","NLIS_312866","Published","2005","Europe","The former Yugoslav Republic of Macedonia","Female","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_312866","Published","2005","Europe","The former Yugoslav Republic of Macedonia","Male","
1.7
","1.7","","",""
"Children aged <5 years underweight (%)","NLIS_312866","Published","2005","Europe","The former Yugoslav Republic of Macedonia","Both sexes","
1.8
","1.8","","",""
"Children aged <5 years underweight (%)","NLIS_310009","Published","1977","Africa","Togo","Both sexes","
23.1
","23.1","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Published","1988","Africa","Togo","Female","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Published","1988","Africa","Togo","Both sexes","
21.2
","21.2","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Published","1988","Africa","Togo","Male","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_310440","Published","1988","Africa","Togo","Both sexes","
21.7
","21.7","","",""
"Children aged <5 years underweight (%)","NLIS_311781","Published","1996","Africa","Togo","Both sexes","
16.7
","16.7","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Published","1998","Africa","Togo","Both sexes","
23.2
","23.2","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Published","1998","Africa","Togo","Male","
25.5
","25.5","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Published","1998","Africa","Togo","Female","
20.9
","20.9","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Published","2006","Africa","Togo","Female","
21.0
","21","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Published","2006","Africa","Togo","Both sexes","
22.3
","22.3","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Published","2006","Africa","Togo","Male","
23.5
","23.5","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Published","2008","Africa","Togo","Female","
20.5
","20.5","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Published","2008","Africa","Togo","Both sexes","
20.5
","20.5","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Published","2008","Africa","Togo","Male","
20.5
","20.5","","",""
"Children aged <5 years underweight (%)","NLIS_310154","Published","1976","Americas","Trinidad and Tobago","Both sexes","
14.3
","14.3","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Published","1987","Americas","Trinidad and Tobago","Female","
4.7
","4.7","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Published","1987","Americas","Trinidad and Tobago","Both sexes","
4.7
","4.7","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Published","1987","Americas","Trinidad and Tobago","Male","
4.7
","4.7","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Published","2000","Americas","Trinidad and Tobago","Female","
4.3
","4.3","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Published","2000","Americas","Trinidad and Tobago","Male","
4.4
","4.4","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Published","2000","Americas","Trinidad and Tobago","Both sexes","
4.4
","4.4","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Published","1975","Eastern Mediterranean","Tunisia","Female","
19.1
","19.1","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Published","1975","Eastern Mediterranean","Tunisia","Male","
15.5
","15.5","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Published","1975","Eastern Mediterranean","Tunisia","Both sexes","
17.2
","17.2","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Published","1988","Eastern Mediterranean","Tunisia","Both sexes","
8.5
","8.5","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Published","1988","Eastern Mediterranean","Tunisia","Male","
9.3
","9.3","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Published","1988","Eastern Mediterranean","Tunisia","Female","
7.7
","7.7","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Published","1995","Eastern Mediterranean","Tunisia","Both sexes","
8.1
","8.1","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Published","1995","Eastern Mediterranean","Tunisia","Male","
8.0
","8","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Published","1995","Eastern Mediterranean","Tunisia","Female","
8.3
","8.3","","",""
"Children aged <5 years underweight (%)","NLIS_311969","Published","1997","Eastern Mediterranean","Tunisia","Both sexes","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_312373","Published","2000","Eastern Mediterranean","Tunisia","Both sexes","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Published","2006","Eastern Mediterranean","Tunisia","Male","
3.7
","3.7","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Published","2006","Eastern Mediterranean","Tunisia","Both sexes","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Published","2006","Eastern Mediterranean","Tunisia","Female","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Published","1993","Europe","Turkey","Both sexes","
8.7
","8.7","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Published","1993","Europe","Turkey","Male","
9.5
","9.5","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Published","1993","Europe","Turkey","Female","
7.9
","7.9","","",""
"Children aged <5 years underweight (%)","NLIS_311656","Published","1995","Europe","Turkey","Both sexes","
9.0
","9","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Published","1998","Europe","Turkey","Male","
7.0
","7","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Published","1998","Europe","Turkey","Female","
7.1
","7.1","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Published","1998","Europe","Turkey","Both sexes","
7.0
","7","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Published","2004","Europe","Turkey","Female","
3.9
","3.9","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Published","2004","Europe","Turkey","Male","
3.1
","3.1","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Published","2004","Europe","Turkey","Both sexes","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_312304","Published","2000","Europe","Turkmenistan","Both sexes","
10.5
","10.5","","",""
"Children aged <5 years underweight (%)","NLIS_312945","Published","2007","Western Pacific","Tuvalu","Both sexes","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Published","1989","Africa","Uganda","Both sexes","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Published","1989","Africa","Uganda","Male","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Published","1989","Africa","Uganda","Female","
19.1
","19.1","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Published","1995","Africa","Uganda","Male","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Published","1995","Africa","Uganda","Both sexes","
21.5
","21.5","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Published","1995","Africa","Uganda","Female","
19.4
","19.4","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Published","2001","Africa","Uganda","Both sexes","
19.0
","19","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Published","2001","Africa","Uganda","Female","
17.0
","17","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Published","2001","Africa","Uganda","Male","
21.0
","21","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Published","2006","Africa","Uganda","Female","
14.6
","14.6","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Published","2006","Africa","Uganda","Both sexes","
16.4
","16.4","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Published","2006","Africa","Uganda","Male","
18.2
","18.2","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Published","2000","Europe","Ukraine","Both sexes","
4.1
","4.1","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Published","2000","Europe","Ukraine","Female","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Published","2000","Europe","Ukraine","Male","
4.8
","4.8","","",""
