"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_310558","Romania","Both sexes","1991","Europe","5.0","5.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Male","1999","Europe","4.0","4.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Both sexes","1999","Europe","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Female","1999","Europe","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Female","2000","Europe","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Both sexes","2000","Europe","3.7","3.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Male","2000","Europe","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Male","2001","Europe","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Both sexes","2001","Europe","3.8","3.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Female","2001","Europe","3.0","3.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Female","2002","Europe","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Male","2002","Europe","4.0","4.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312477","Romania","Both sexes","2002","Europe","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310062","Rwanda","Both sexes","1976","Africa","24.7","24.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Rwanda","Female","1992","Africa","23.2","23.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Rwanda","Both sexes","1992","Africa","24.3","24.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310967","Rwanda","Male","1992","Africa","25.3","25.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312016","Rwanda","Both sexes","1996","Africa","24.2","24.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Rwanda","Female","2000","Africa","18.3","18.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Rwanda","Male","2000","Africa","22.4","22.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312321","Rwanda","Both sexes","2000","Africa","20.3","20.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313075","Rwanda","Both sexes","2000","Africa","24.1","24.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Rwanda","Female","2005","Africa","17.2","17.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Rwanda","Male","2005","Africa","18.9","18.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312800","Rwanda","Both sexes","2005","Africa","18.0","18.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Rwanda","Male","2011","Africa","12.9","12.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Rwanda","Both sexes","2011","Africa","11.7","11.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313121","Rwanda","Female","2011","Africa","10.4","10.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310196","Saint Lucia","Both sexes","1976","Americas","12.1","12.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312514","Samoa","Both sexes","1999","Western Pacific","1.7","1.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310132","Sao Tome and Principe","Both sexes","1986","Africa","14.5","14.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Sao Tome and Principe","Male","2000","Africa","11.5","11.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Sao Tome and Principe","Both sexes","2000","Africa","10.1","10.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312394","Sao Tome and Principe","Female","2000","Africa","8.8","8.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313087","Sao Tome and Principe","Both sexes","2006","Africa","8.0","8.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Sao Tome and Principe","Female","2009","Africa","12.3","12.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Sao Tome and Principe","Male","2009","Africa","16.6","16.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312946","Sao Tome and Principe","Both sexes","2009","Africa","14.4","14.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312613","Saudi Arabia","Both sexes","1994","Eastern Mediterranean","13.5","13.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Saudi Arabia","Female","2005","Eastern Mediterranean","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Saudi Arabia","Both sexes","2005","Eastern Mediterranean","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312809","Saudi Arabia","Male","2005","Eastern Mediterranean","6.1","6.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Senegal","Male","1986","Africa","19.3","19.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Senegal","Female","1986","Africa","15.3","15.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310044","Senegal","Both sexes","1986","Africa","17.3","17.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310551","Senegal","Both sexes","1992","Africa","19.0","19.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Senegal","Male","1993","Africa","23.1","23.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Senegal","Female","1993","Africa","20.8","20.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310998","Senegal","Both sexes","1993","Africa","21.9","21.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311782","Senegal","Both sexes","1996","Africa","19.6","19.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Senegal","Both sexes","2000","Africa","20.3","20.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Senegal","Female","2000","Africa","19.2","19.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312368","Senegal","Male","2000","Africa","21.5","21.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Senegal","Both sexes","2005","Africa","14.5","14.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Senegal","Female","2005","Africa","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312765","Senegal","Male","2005","Africa","14.4","14.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Senegal","Male","2011","Africa","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Senegal","Both sexes","2011","Africa","19.2","19.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313118","Senegal","Female","2011","Africa","18.8","18.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Serbia","Both sexes","2006","Europe","1.8","1.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Serbia","Male","2006","Europe","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312851","Serbia","Female","2006","Europe","1.3","1.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310139","Seychelles","Both sexes","1988","Africa","5.0","5.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310007","Sierra Leone","Both sexes","1975","Africa","25.0","25.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310013","Sierra Leone","Both sexes","1978","Africa","20.4","20.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310583","Sierra Leone","Both sexes","1989","Africa","23.7","23.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310583","Sierra Leone","Both sexes","1990","Africa","25.4","25.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Sierra Leone","Both sexes","2000","Africa","24.7","24.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Sierra Leone","Male","2000","Africa","28.2","28.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312367","Sierra Leone","Female","2000","Africa","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Sierra Leone","Male","2005","Africa","30.7","30.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Sierra Leone","Female","2005","Africa","26.0","26.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312867","Sierra Leone","Both sexes","2005","Africa","28.3","28.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Sierra Leone","Female","2008","Africa","18.5","18.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Sierra Leone","Both sexes","2008","Africa","21.3","21.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312971","Sierra Leone","Male","2008","Africa","24.2","24.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Singapore","Female","1977","Western Pacific","10.8","10.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Singapore","Both sexes","1977","Western Pacific","12.2","12.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310319","Singapore","Male","1977","Western Pacific","13.6","13.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Singapore","Female","2000","Western Pacific","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Singapore","Male","2000","Western Pacific","3.6","3.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312536","Singapore","Both sexes","2000","Western Pacific","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Solomon Islands","Male","1970","Western Pacific","19.5","19.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Solomon Islands","Both sexes","1970","Western Pacific","17.7","17.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310320","Solomon Islands","Female","1970","Western Pacific","15.5","15.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Solomon Islands","Female","1989","Western Pacific","14.2","14.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Solomon Islands","Both sexes","1989","Western Pacific","16.3","16.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311609","Solomon Islands","Male","1989","Western Pacific","18.1","18.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312947","Solomon Islands","Both sexes","2007","Western Pacific","11.5","11.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312219","Somalia","Both sexes","2000","Eastern Mediterranean","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Somalia","Male","2006","Eastern Mediterranean","34.2","34.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Somalia","Both sexes","2006","Eastern Mediterranean","32.8","32.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312852","Somalia","Female","2006","Eastern Mediterranean","31.3","31.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311520","South Africa","Both sexes","1995","Africa","8.0","8.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312266","South Africa","Both sexes","1999","Africa","10.1","10.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313106","South Africa","Female","2005","Africa","9.6","9.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313106","South Africa","Both sexes","2005","Africa","11.6","11.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313106","South Africa","Male","2005","Africa","13.6","13.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313051","South Africa","Both sexes","2008","Africa","8.7","8.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310619","Sri Lanka","Both sexes","1978","South-East Asia","49.8","49.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Sri Lanka","Male","1987","South-East Asia","31.0","31.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Sri Lanka","Female","1987","South-East Asia","27.3","27.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310303","Sri Lanka","Both sexes","1987","South-East Asia","29.3","29.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311548","Sri Lanka","Both sexes","1993","South-East Asia","33.8","33.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311986","Sri Lanka","Both sexes","1995","South-East Asia","29.3","29.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Sri Lanka","Male","2000","South-East Asia","22.0","22.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Sri Lanka","Female","2000","South-East Asia","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312634","Sri Lanka","Both sexes","2000","South-East Asia","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Sri Lanka","Both sexes","2007","South-East Asia","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Sri Lanka","Male","2007","South-East Asia","21.8","21.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312922","Sri Lanka","Female","2007","South-East Asia","20.4","20.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Sri Lanka","Both sexes","2009","South-East Asia","21.6","21.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Sri Lanka","Female","2009","South-East Asia","21.6","21.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312989","Sri Lanka","Male","2009","South-East Asia","21.6","21.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Sudan","Female","1993","Eastern Mediterranean","31.9","31.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Sudan","Both sexes","1993","Eastern Mediterranean","31.8","31.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311006","Sudan","Male","1993","Eastern Mediterranean","31.7","31.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Sudan","Female","2000","Eastern Mediterranean","36.7","36.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Sudan","Male","2000","Eastern Mediterranean","40.2","40.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312369","Sudan","Both sexes","2000","Eastern Mediterranean","38.4","38.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Sudan","Female","2006","Eastern Mediterranean","30.0","30.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Sudan","Male","2006","Eastern Mediterranean","33.4","33.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312911","Sudan","Both sexes","2006","Eastern Mediterranean","31.7","31.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Suriname","Both sexes","2000","Americas","11.4","11.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Suriname","Female","2000","Americas","10.1","10.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312352","Suriname","Male","2000","Americas","12.6","12.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Suriname","Male","2006","Americas","8.0","8.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Suriname","Both sexes","2006","Americas","7.5","7.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313040","Suriname","Female","2006","Americas","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310124","Swaziland","Both sexes","1984","Africa","8.5","8.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Swaziland","Female","2000","Africa","8.7","8.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Swaziland","Both sexes","2000","Africa","9.1","9.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312370","Swaziland","Male","2000","Africa","9.5","9.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Swaziland","Male","2007","Africa","6.3","6.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Swaziland","Female","2007","Africa","5.9","5.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312894","Swaziland","Both sexes","2007","Africa","6.1","6.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313088","Swaziland","Both sexes","2008","Africa","7.3","7.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Syrian Arab Republic","Male","1993","Eastern Mediterranean","12.5","12.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Syrian Arab Republic","Both sexes","1993","Eastern Mediterranean","11.5","11.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311508","Syrian Arab Republic","Female","1993","Eastern Mediterranean","10.4","10.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311789","Syrian Arab Republic","Both sexes","1995","Eastern Mediterranean","11.3","11.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312386","Syrian Arab Republic","Both sexes","2000","Eastern Mediterranean","6.0","6.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Syrian Arab Republic","Male","2001","Eastern Mediterranean","12.7","12.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Syrian Arab Republic","Both sexes","2001","Eastern Mediterranean","11.1","11.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312875","Syrian Arab Republic","Female","2001","Eastern Mediterranean","9.4","9.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Syrian Arab Republic","Female","2006","Eastern Mediterranean","8.3","8.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Syrian Arab Republic","Both sexes","2006","Eastern Mediterranean","10.0","10.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312880","Syrian Arab Republic","Male","2006","Eastern Mediterranean","11.5","11.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Syrian Arab Republic","Female","2009","Eastern Mediterranean","8.7","8.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Syrian Arab Republic","Both sexes","2009","Eastern Mediterranean","10.1","10.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313068","Syrian Arab Republic","Male","2009","Eastern Mediterranean","11.5","11.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Tajikistan","Female","2005","Europe","13.3","13.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Tajikistan","Male","2005","Europe","16.4","16.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312862","Tajikistan","Both sexes","2005","Europe","14.9","14.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Tajikistan","Female","2007","Europe","14.0","14.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Tajikistan","Both sexes","2007","Europe","15.0","15.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313069","Tajikistan","Male","2007","Europe","15.9","15.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Thailand","Male","1987","South-East Asia","18.7","18.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Thailand","Female","1987","South-East Asia","16.0","16.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310309","Thailand","Both sexes","1987","South-East Asia","17.4","17.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312010","Thailand","Both sexes","1993","South-East Asia","16.3","16.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312178","Thailand","Both sexes","1995","South-East Asia","15.4","15.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Thailand","Female","2006","South-East Asia","7.1","7.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Thailand","Both sexes","2006","South-East Asia","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312481","Thailand","Male","2006","South-East Asia","6.9","6.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311998","The former Yugoslav Republic of Macedonia","Both sexes","1999","Europe","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311998","The former Yugoslav Republic of Macedonia","Male","1999","Europe","2.1","2.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311998","The former Yugoslav Republic of Macedonia","Female","1999","Europe","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312756","The former Yugoslav Republic of Macedonia","Female","2004","Europe","1.2","1.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312756","The former Yugoslav Republic of Macedonia","Male","2004","Europe","1.2","1.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312756","The former Yugoslav Republic of Macedonia","Both sexes","2004","Europe","1.2","1.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312866","The former Yugoslav Republic of Macedonia","Both sexes","2005","Europe","1.8","1.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312866","The former Yugoslav Republic of Macedonia","Male","2005","Europe","1.7","1.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312866","The former Yugoslav Republic of Macedonia","Female","2005","Europe","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310009","Togo","Both sexes","1977","Africa","23.1","23.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Togo","Male","1988","Africa","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Togo","Both sexes","1988","Africa","21.2","21.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310439","Togo","Female","1988","Africa","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310440","Togo","Both sexes","1988","Africa","21.7","21.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311781","Togo","Both sexes","1996","Africa","16.7","16.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Togo","Both sexes","1998","Africa","23.2","23.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Togo","Male","1998","Africa","25.5","25.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311929","Togo","Female","1998","Africa","20.9","20.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Togo","Both sexes","2006","Africa","22.3","22.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Togo","Female","2006","Africa","21.0","21.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312882","Togo","Male","2006","Africa","23.5","23.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Togo","Male","2008","Africa","20.5","20.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Togo","Female","2008","Africa","20.5","20.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312956","Togo","Both sexes","2008","Africa","20.5","20.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310154","Trinidad and Tobago","Both sexes","1976","Americas","14.3","14.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Trinidad and Tobago","Both sexes","1987","Americas","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Trinidad and Tobago","Male","1987","Americas","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310222","Trinidad and Tobago","Female","1987","Americas","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Trinidad and Tobago","Male","2000","Americas","4.4","4.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Trinidad and Tobago","Both sexes","2000","Americas","4.4","4.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312526","Trinidad and Tobago","Female","2000","Americas","4.3","4.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Tunisia","Female","1975","Eastern Mediterranean","19.1","19.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Tunisia","Male","1975","Eastern Mediterranean","15.5","15.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310240","Tunisia","Both sexes","1975","Eastern Mediterranean","17.2","17.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Tunisia","Male","1988","Eastern Mediterranean","9.3","9.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Tunisia","Female","1988","Eastern Mediterranean","7.7","7.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310702","Tunisia","Both sexes","1988","Eastern Mediterranean","8.5","8.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Tunisia","Both sexes","1995","Eastern Mediterranean","8.1","8.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Tunisia","Male","1995","Eastern Mediterranean","8.0","8.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311539","Tunisia","Female","1995","Eastern Mediterranean","8.3","8.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311969","Tunisia","Both sexes","1997","Eastern Mediterranean","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312373","Tunisia","Both sexes","2000","Eastern Mediterranean","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Tunisia","Female","2006","Eastern Mediterranean","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Tunisia","Male","2006","Eastern Mediterranean","3.7","3.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312924","Tunisia","Both sexes","2006","Eastern Mediterranean","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Turkey","Both sexes","1993","Europe","8.7","8.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Turkey","Male","1993","Europe","9.5","9.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311387","Turkey","Female","1993","Europe","7.9","7.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311656","Turkey","Both sexes","1995","Europe","9.0","9.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Turkey","Both sexes","1998","Europe","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Turkey","Female","1998","Europe","7.1","7.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311996","Turkey","Male","1998","Europe","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Turkey","Both sexes","2004","Europe","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Turkey","Male","2004","Europe","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312781","Turkey","Female","2004","Europe","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312304","Turkmenistan","Both sexes","2000","Europe","10.5","10.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312945","Tuvalu","Both sexes","2007","Western Pacific","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Uganda","Male","1989","Africa","20.4","20.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Uganda","Female","1989","Africa","19.1","19.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310095","Uganda","Both sexes","1989","Africa","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Uganda","Both sexes","1995","Africa","21.5","21.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Uganda","Female","1995","Africa","19.4","19.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311648","Uganda","Male","1995","Africa","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Uganda","Both sexes","2001","Africa","19.0","19.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Uganda","Male","2001","Africa","21.0","21.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312313","Uganda","Female","2001","Africa","17.0","17.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Uganda","Female","2006","Africa","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Uganda","Male","2006","Africa","18.2","18.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312885","Uganda","Both sexes","2006","Africa","16.4","16.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Ukraine","Male","2000","Europe","4.8","4.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Ukraine","Both sexes","2000","Europe","4.1","4.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312288","Ukraine","Female","2000","Europe","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312682","Ukraine","Both sexes","2002","Europe","0.9","0.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310277","United Kingdom","Both sexes","1979","Europe","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310473","United Republic of Tanzania","Male","1992","Africa","27.0","27.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310473","United Republic of Tanzania","Female","1992","Africa","23.3","23.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310473","United Republic of Tanzania","Both sexes","1992","Africa","25.1","25.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311752","United Republic of Tanzania","Both sexes","1996","Africa","26.9","26.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311752","United Republic of Tanzania","Female","1996","Africa","25.3","25.30000","","",""
